553.7187, 172.783, 1, 0
661.4382, 142.1433, 1, 0.03336667
666.368, 138.4924, 1, 0.06673333
671.7724, 134.569, 1, 0.1001
677.9345, 130.6317, 1, 0.1334667
683.2862, 125.9868, 1, 0.1668333
688.8003, 121.4396, 1, 0.2002
693.7027, 116.5841, 1, 0.2335667
695.4138, 116.1872, 1, 0.2669333
696.1185, 115.5296, 1, 0.3003
697.2885, 116.265, 1, 0.3336667
699.2044, 117.2948, 1, 0.3670333
700.6207, 118.3045, 1, 0.4004
701.2525, 119.7763, 1, 0.4337667
704.7785, 120.2279, 1, 0.4671333
707.3625, 123.4989, 1, 0.5005
711.3483, 125.0317, 1, 0.5338667
717.009, 129.7871, 1, 0.5672333
720.9316, 131.6651, 1, 0.6006
722.9261, 133.4027, 1, 0.6339667
726.0793, 136.6138, 1, 0.6673333
730.003, 138.51, 1, 0.7007
733.6911, 141.7797, 1, 0.7340667
737.8507, 144.7131, 1, 0.7674333
741.7592, 145.8519, 1, 0.8008
746.1577, 149.6097, 1, 0.8341667
750.3638, 153.4582, 1, 0.8675333
753.9319, 154.7926, 1, 0.9009
755.9536, 157.5226, 1, 0.9342667
757.7396, 158.1421, 1, 0.9676333
758.1369, 159.6406, 1, 1.001
759.2577, 160.3839, 1, 1.034367
759.9568, 160.4751, 1, 1.067733
759.3899, 160.0408, 1, 1.1011
759.0089, 159.8077, 1, 1.134467
757.6224, 158.6458, 1, 1.167833
756.8808, 157.3281, 1, 1.2012
754.6379, 155.2771, 1, 1.234567
751.4385, 152.1483, 1, 1.267933
746.9329, 149.0047, 1, 1.3013
740.6882, 146.6353, 1, 1.334667
735.7491, 141.3768, 1, 1.368033
731.5356, 137.7489, 1, 1.4014
727.5666, 133.4793, 1, 1.434767
721.6493, 130.6952, 1, 1.468133
715.079, 126.6457, 1, 1.5015
709.5807, 122.3566, 1, 1.534867
703.4983, 119.5677, 1, 1.568233
697.8974, 115.2799, 1, 1.6016
692.1872, 112.5145, 1, 1.634967
687.0855, 109.3001, 1, 1.668333
682.8273, 107.6758, 1, 1.7017
678.6609, 106.3465, 1, 1.735067
681.4544, 107.9779, 1, 1.768433
683.1061, 110.9349, 1, 1.8018
687.5393, 112.0101, 1, 1.835167
692.96, 113.9456, 1, 1.868533
695.2521, 116.0575, 1, 1.9019
698.238, 116.9042, 1, 1.935267
701.2315, 119.5715, 1, 1.968633
704.2951, 120.1318, 1, 2.002
708.4033, 121.3143, 1, 2.035367
709.8448, 122.3059, 1, 2.068733
710.2847, 123.3184, 1, 2.1021
710.2704, 124.038, 1, 2.135467
708.9049, 121.2928, 1, 2.168833
706.1025, 120.1003, 1, 2.2022
701.895, 117.8249, 1, 2.235567
696.0952, 114.4357, 1, 2.268933
691.0466, 111.4314, 1, 2.3023
683.7364, 108.6856, 1, 2.335667
681.343, 107.2622, 1, 2.369033
677.5222, 105.7386, 1, 2.4024
679.3322, 104.9214, 1, 2.435767
681.494, 106.3797, 1, 2.469133
682.9227, 107.6832, 1, 2.5025
685.207, 108.4447, 1, 2.535867
687.1257, 108.8975, 1, 2.569233
688.0398, 109.5972, 1, 2.6026
688.6238, 109.3052, 1, 2.635967
687.4658, 108.7956, 1, 2.669333
687.8364, 108.5216, 1, 2.7027
688.6647, 109.7245, 1, 2.736067
687.3604, 108.7036, 1, 2.769433
686.1625, 110.3982, 1, 2.8028
685.6893, 108.5677, 1, 2.836167
683.9381, 105.127, 1, 2.869533
682.5181, 105.4547, 1, 2.9029
677.9059, 105.033, 1, 2.936267
672.5892, 102.6813, 1, 2.969633
666.2393, 100.479, 1, 3.003
660.799, 98.83824, 1, 3.036367
653.5904, 98.40446, 1, 3.069733
646.5008, 99.68168, 1, 3.1031
638.4821, 100.4868, 1, 3.136467
630.679, 101.7503, 1, 3.169833
622.949, 103.5109, 1, 3.2032
615.2496, 106.0353, 1, 3.236567
608.3491, 109.9529, 1, 3.269933
601.6731, 114.3812, 1, 3.3033
595.5445, 119.0259, 1, 3.336667
589.7876, 123.3446, 1, 3.370033
583.7392, 128.0981, 1, 3.4034
577.8966, 133.9546, 1, 3.436767
572.8116, 140.5308, 1, 3.470133
568.2476, 146.744, 1, 3.5035
564.027, 153.4857, 1, 3.536867
560.307, 160.2714, 1, 3.570233
556.6411, 165.5349, 1, 3.6036
553.7187, 172.783, 1, 3.636967
549.2375, 178.884, 1, 3.670333
547.1227, 186.9608, 1, 3.7037
543.8158, 193.4481, 1, 3.737067
541.1068, 201.459, 1, 3.770433
538.0764, 209.3271, 1, 3.8038
535.4776, 215.847, 1, 3.837167
532.8516, 222.0685, 1, 3.870533
529.4639, 228.3597, 1, 3.9039
527.2142, 235.9473, 1, 3.937267
523.6808, 242.5712, 1, 3.970633
521.4491, 249.1687, 1, 4.004
518.0285, 256.1977, 1, 4.037367
515.2603, 262.6276, 1, 4.070733
512.1381, 269.446, 1, 4.1041
509.0612, 276.1843, 1, 4.137467
506.1875, 281.7673, 1, 4.170833
503.1696, 287.4692, 1, 4.2042
500.6929, 293.9927, 1, 4.237567
497.6238, 301.1683, 1, 4.270933
495.006, 306.6811, 1, 4.3043
492.0181, 312.9731, 1, 4.337667
489.6731, 319.3527, 1, 4.371033
488.0849, 325.178, 1, 4.4044
486.6472, 331.4475, 1, 4.437767
485.418, 338.1284, 1, 4.471133
484.4551, 346.5146, 1, 4.5045
483.8079, 354.365, 1, 4.537867
482.8202, 362.2853, 1, 4.571233
483.0145, 370.078, 1, 4.6046
482.7161, 377.3994, 1, 4.637967
483.5724, 385.1725, 1, 4.671333
484.8477, 393.1458, 1, 4.7047
486.2573, 400.9772, 1, 4.738067
488.2376, 408.9741, 1, 4.771433
490.5089, 416.6602, 1, 4.8048
493.3287, 423.6074, 1, 4.838167
496.2339, 430.7157, 1, 4.871533
500.0196, 437.4595, 1, 4.9049
503.819, 444.1735, 1, 4.938267
508.4088, 450.6281, 1, 4.971633
512.9569, 456.5102, 1, 5.005
518.1519, 462.2883, 1, 5.038367
523.4073, 467.9377, 1, 5.071733
529.1651, 473.3977, 1, 5.1051
535.4326, 478.0933, 1, 5.138467
541.4987, 482.519, 1, 5.171833
548.1125, 486.4361, 1, 5.2052
554.392, 490.58, 1, 5.238567
561.3873, 494.1688, 1, 5.271933
568.2455, 497.1446, 1, 5.3053
566.804, 496.6129, 1, 5.338667
568.3995, 496.398, 1, 5.372033
570.0645, 496.5726, 1, 5.4054
570.8962, 495.9305, 1, 5.438767
570.5701, 494.9978, 1, 5.472133
571.8669, 494.1812, 1, 5.5055
576.175, 493.9308, 1, 5.538867
578.4069, 494.5687, 1, 5.572233
581.8948, 493.4275, 1, 5.6056
587.9035, 492.7891, 1, 5.638967
594.5158, 490.3335, 1, 5.672333
600.0203, 488.8579, 1, 5.7057
605.2007, 486.1427, 1, 5.739067
610.288, 483.336, 1, 5.772433
615.8142, 480.1428, 1, 5.8058
621.368, 476.4118, 1, 5.839167
627.1854, 472.3928, 1, 5.872533
632.623, 467.534, 1, 5.9059
638.5411, 463.177, 1, 5.939267
644.6069, 458.1308, 1, 5.972633
650.0096, 452.8703, 1, 6.006
655.3853, 447.0637, 1, 6.039367
660.1617, 440.9583, 1, 6.072733
664.5108, 434.7912, 1, 6.1061
668.577, 428.5578, 1, 6.139467
672.2314, 422.1057, 1, 6.172833
676.3969, 415.1344, 1, 6.2062
679.4178, 408.9516, 1, 6.239567
682.9642, 402.7664, 1, 6.272933
686.1299, 395.6228, 1, 6.3063
688.8271, 388.4631, 1, 6.339667
691.0641, 381.3408, 1, 6.373033
693.1798, 374.473, 1, 6.4064
695.3106, 368.8664, 1, 6.439767
697.4917, 362.419, 1, 6.473133
699.0848, 355.0563, 1, 6.5065
700.5451, 347.8799, 1, 6.539867
701.659, 340.2153, 1, 6.573233
702.4746, 334.891, 1, 6.6066
702.4106, 328.4849, 1, 6.639967
701.8281, 321.798, 1, 6.673333
700.9538, 314.6637, 1, 6.7067
699.0924, 307.0104, 1, 6.740067
697.3043, 300.2417, 1, 6.773433
694.5289, 292.6953, 1, 6.8068
691.5567, 285.4454, 1, 6.840167
687.6943, 278.2526, 1, 6.873533
683.8355, 271.3697, 1, 6.9069
679.5778, 264.7488, 1, 6.940267
674.9153, 258.4601, 1, 6.973633
670.1502, 252.8277, 1, 7.007
665.5633, 247.1835, 1, 7.040367
660.9261, 241.6756, 1, 7.073733
656.247, 236.4584, 1, 7.1071
651.7992, 231.2048, 1, 7.140467
646.3808, 229.4121, 1, 7.173833
640.723, 226.7339, 1, 7.2072
634.2823, 223.3991, 1, 7.240567
627.6394, 221.959, 1, 7.273933
620.2905, 219.691, 1, 7.3073
613.1448, 217.0101, 1, 7.340667
605.4665, 214.1776, 1, 7.374033
598.1205, 212.14, 1, 7.4074
590.5165, 210.1182, 1, 7.440767
582.5913, 208.3749, 1, 7.474133
575.2716, 207.3856, 1, 7.5075
567.5956, 206.8278, 1, 7.540867
559.7242, 206.7429, 1, 7.574233
551.3381, 207.4371, 1, 7.6076
543.2336, 208.2867, 1, 7.640967
535.5887, 209.7226, 1, 7.674333
527.8028, 211.699, 1, 7.7077
520.8433, 214.2831, 1, 7.741067
513.7871, 217.1535, 1, 7.774433
506.7283, 220.4159, 1, 7.8078
499.8613, 224.4039, 1, 7.841167
493.1312, 228.4519, 1, 7.874533
486.4913, 233.1087, 1, 7.9079
479.9985, 238.1004, 1, 7.941267
473.5488, 243.1817, 1, 7.974633
467.8642, 248.8318, 1, 8.008
462.5555, 254.9085, 1, 8.041367
457.7586, 261.0436, 1, 8.074733
453.2216, 267.3456, 1, 8.1081
449.0181, 273.9861, 1, 8.141467
445.4001, 280.8186, 1, 8.174833
441.9563, 287.7488, 1, 8.2082
438.9278, 295.1895, 1, 8.241567
436.1029, 302.8618, 1, 8.274933
433.4987, 310.7306, 1, 8.3083
431.7943, 318.0945, 1, 8.341667
430.8293, 325.6799, 1, 8.375033
429.9021, 333.2653, 1, 8.4084
429.4633, 340.9657, 1, 8.441767
429.6471, 348.9594, 1, 8.475133
430.2442, 356.9472, 1, 8.5085
431.1642, 364.4301, 1, 8.541867
430.2587, 372.7557, 1, 8.575233
429.1618, 381.4291, 1, 8.6086
428.9815, 390.3444, 1, 8.641967
429.9828, 399.2061, 1, 8.675333
431.2983, 408.4884, 1, 8.7087
432.5681, 416.9291, 1, 8.742067
434.5608, 425.2152, 1, 8.775433
437.2602, 433.376, 1, 8.8088
440.5997, 440.8119, 1, 8.842167
443.4246, 449.0556, 1, 8.875533
446.4432, 457.0966, 1, 8.9089
450.2224, 464.1689, 1, 8.942267
454.7529, 470.7155, 1, 8.975633
459.8566, 476.5461, 1, 9.009
465.4352, 482.3703, 1, 9.042367
471.8489, 488.3486, 1, 9.075733
478.3447, 493.6329, 1, 9.1091
484.7472, 498.7421, 1, 9.142467
490.9336, 503.3764, 1, 9.175833
498.4373, 508.2283, 1, 9.2092
505.1861, 513.25, 1, 9.242567
512.4219, 517.9135, 1, 9.275933
519.7515, 522.6971, 1, 9.3093
526.3146, 527.2253, 1, 9.342667
533.4446, 531.7183, 1, 9.376033
539.5514, 535.5491, 1, 9.4094
546.7764, 539.0084, 1, 9.442767
553.4238, 542.0207, 1, 9.476133
560.7473, 545.2938, 1, 9.5095
568.0352, 547.8774, 1, 9.542867
575.9681, 550.4327, 1, 9.576233
583.5295, 552.4001, 1, 9.6096
591.3845, 554.2109, 1, 9.642967
599.0819, 555.6318, 1, 9.676333
606.4727, 556.4449, 1, 9.7097
613.9672, 557.0357, 1, 9.743067
621.8136, 557.2864, 1, 9.776433
629.3569, 557.1865, 1, 9.8098
636.5408, 556.6638, 1, 9.843167
644.7618, 555.4712, 1, 9.876533
652.1522, 554.1209, 1, 9.9099
659.7798, 551.945, 1, 9.943267
666.4525, 549.6009, 1, 9.976633
673.8456, 546.817, 1, 10.01
680.9189, 543.3531, 1, 10.04337
687.7381, 539.5463, 1, 10.07673
693.9233, 535.0462, 1, 10.1101
699.7792, 530.2106, 1, 10.14347
705.4247, 525.0738, 1, 10.17683
710.6878, 519.4564, 1, 10.2102
